"year","quarter","org_code","nr_operating_theatres","nr_day_case_theatres","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
2014,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2014,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2014,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2014,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2015,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2015,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2015,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2015,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2016,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2016,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2016,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2016,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2017,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2017,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2017,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2017,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2018,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2018,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2018,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2018,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2019,"Q1","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2019,"Q2","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2019,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2021,"Q3","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2021,"Q4","RCF",8,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2022,"Q1","RCF",9,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2022,"Q2","RCF",9,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2022,"Q3","RCF",10,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2022,"Q4","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2023,"Q1","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2023,"Q2","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2023,"Q3","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2023,"Q4","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2024,"Q1","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2024,"Q2","RCF",11,0,0,"AIREDALE NHS FOUNDATION TRUST",0,0
2003,"Q2","RCU",4,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2003,"Q3","RCU",4,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2003,"Q4","RCU",4,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2004,"Q1","RCU",5,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2004,"Q2","RCU",5,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2004,"Q3","RCU",5,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2004,"Q4","RCU",6,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2005,"Q1","RCU",6,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2005,"Q2","RCU",6,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2005,"Q3","RCU",6,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2005,"Q4","RCU",6,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2006,"Q1","RCU",6,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2006,"Q2","RCU",6,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2006,"Q3","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2006,"Q4","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2007,"Q1","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2007,"Q2","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2007,"Q3","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2007,"Q4","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2008,"Q1","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2008,"Q2","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2008,"Q3","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2008,"Q4","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2009,"Q1","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2009,"Q2","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2009,"Q3","RCU",8,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2009,"Q4","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2010,"Q3","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2010,"Q4","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2011,"Q1","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2011,"Q2","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2011,"Q3","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2012,"Q2","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2012,"Q4","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2013,"Q1","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2013,"Q2","RCU",7,1,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2013,"Q3","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2013,"Q4","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2014,"Q1","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2014,"Q2","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2014,"Q3","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2014,"Q4","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2015,"Q1","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2015,"Q2","RCU",7,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2015,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2015,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2016,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2016,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2016,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2016,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2017,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2017,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2017,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2017,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2018,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2018,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2018,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2018,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2019,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2019,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2019,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2021,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2021,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2022,"Q1","RCU",10,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2022,"Q2","RCU",10,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2022,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2022,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2023,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2023,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2023,"Q3","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2023,"Q4","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2024,"Q1","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2024,"Q2","RCU",9,0,0,"SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0
2003,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2003,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2003,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2004,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2004,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2004,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2004,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2005,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2005,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2005,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2005,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2006,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2006,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2006,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2006,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2007,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2007,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2007,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2007,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2008,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2008,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2008,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2008,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2009,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2009,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2009,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2009,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2010,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2010,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2011,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2011,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2011,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2012,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2012,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2013,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2013,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2013,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2013,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2014,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2014,"Q2","RCX",9,3,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2014,"Q3","RCX",10,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2014,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2015,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2015,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2015,"Q3","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2015,"Q4","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2016,"Q1","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2016,"Q2","RCX",11,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2016,"Q3","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2016,"Q4","RCX",13,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2017,"Q1","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2017,"Q2","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2017,"Q3","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2017,"Q4","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2018,"Q1","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2018,"Q2","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2018,"Q3","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2018,"Q4","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2019,"Q1","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2019,"Q2","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2019,"Q3","RCX",12,4,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2021,"Q3","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2021,"Q4","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2022,"Q1","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2022,"Q2","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2022,"Q3","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2022,"Q4","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2023,"Q1","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2023,"Q2","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2023,"Q3","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2023,"Q4","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2024,"Q1","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2024,"Q2","RCX",14,5,0,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,0
2003,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2003,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2003,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2004,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2004,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2004,"Q3","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2004,"Q4","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2005,"Q1","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2005,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2005,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2005,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2006,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2006,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2006,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2006,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2007,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2007,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2007,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2007,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2008,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2008,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2008,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2008,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2009,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2009,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2009,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2009,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2010,"Q3","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2010,"Q4","RD1",14,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2011,"Q1","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2011,"Q2","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2011,"Q3","RD1",15,4,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2012,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2012,"Q4","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2013,"Q1","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2013,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2013,"Q3","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2013,"Q4","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2014,"Q1","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2014,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2014,"Q3","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2014,"Q4","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2015,"Q1","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2015,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2015,"Q3","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2015,"Q4","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2016,"Q1","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2016,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2016,"Q3","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2016,"Q4","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2017,"Q1","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2017,"Q2","RD1",15,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2017,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2017,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2018,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2018,"Q2","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2018,"Q3","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2018,"Q4","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
2019,"Q1","RD1",16,5,0,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0,0
