"org_code","number_of_adult_critical_care_beds_open","date","month","year","number_of_paediatric_intensive_care_beds_open","number_of_neonatal_critical_care_cots_or_beds_open","number_of_adult_critical_care_beds_occupied","number_of_paediatric_intensive_care_beds_occupied","number_of_neonatal_critical_care_cots_or_beds_occupied","adult_critical_care_beds_percent_occupied","paediatric_intensive_care_beds_percent_occupied","neonatal_critical_care_cots_or_beds_percent_occupied","number_of_non_medical_critical_care_transfers","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
"RDD",34,2014-04-01,"April",2014,1,3,32,1,1,0.941176470588235,1,0.333333333333333,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-05-01,"May",2014,1,3,27,1,0,0.794117647058823,1,0,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-06-01,"June",2014,1,3,33,1,2,0.970588235294118,1,0.666666666666667,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-07-01,"July",2014,1,3,28,1,3,0.823529411764706,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-08-01,"August",2014,1,3,32,1,2,0.941176470588235,1,0.666666666666667,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-09-01,"September",2014,1,3,32,1,3,0.941176470588235,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-10-01,"October",2014,1,3,30,1,2,0.88235294117647,1,0.666666666666667,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-11-01,"November",2014,1,3,34,1,3,1,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2014-12-01,"December",2014,1,3,28,0,0,0.823529411764706,0,0,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-01-01,"January",2015,1,3,29,1,0,0.852941176470588,1,0,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-02-01,"February",2015,1,3,31,1,3,0.911764705882353,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-03-01,"March",2015,1,3,30,1,3,0.88235294117647,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-04-01,"April",2015,1,3,31,1,3,0.911764705882353,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",26,2015-05-01,"May",2015,1,3,21,0,0,0.807692307692308,0,0,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",26,2015-06-01,"June",2015,1,3,23,1,2,0.884615384615385,1,0.666666666666667,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-07-01,"July",2015,1,3,34,1,3,1,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-08-01,"August",2015,1,3,34,1,3,1,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-09-01,"September",2015,1,3,30,1,3,0.88235294117647,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-10-01,"October",2015,1,3,31,1,3,0.911764705882353,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-11-01,"November",2015,1,8,31,1,5,0.911764705882353,1,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2015-12-01,"December",2015,1,8,25,1,5,0.735294117647059,1,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-01-01,"January",2016,1,8,32,1,3,0.941176470588235,1,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-02-01,"February",2016,1,8,32,1,7,0.941176470588235,1,0.875,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-03-01,"March",2016,1,8,30,0,5,0.88235294117647,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-04-01,"April",2016,1,8,33,1,8,0.970588235294118,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-05-01,"May",2016,1,8,31,0,3,0.911764705882353,0,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-06-01,"June",2016,1,8,27,1,1,0.794117647058823,1,0.125,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-07-01,"July",2016,1,8,31,0,5,0.911764705882353,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-08-01,"August",2016,1,8,31,0,5,0.911764705882353,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-09-01,"September",2016,1,8,28,0,6,0.823529411764706,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-10-01,"October",2016,1,8,28,0,2,0.823529411764706,0,0.25,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-11-01,"November",2016,1,8,32,0,4,0.941176470588235,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2016-12-01,"December",2016,1,8,27,0,6,0.794117647058823,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-01-01,"January",2017,1,8,23,0,4,0.676470588235294,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-02-01,"February",2017,1,8,34,0,2,1,0,0.25,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-03-01,"March",2017,1,8,27,0,6,0.794117647058823,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-04-01,"April",2017,1,8,27,0,6,0.794117647058823,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-05-01,"May",2017,1,8,28,0,6,0.823529411764706,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-06-01,"June",2017,0,8,33,0,6,0.970588235294118,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-07-01,"July",2017,1,8,31,0,4,0.911764705882353,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-08-01,"August",2017,1,8,29,0,3,0.852941176470588,0,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-09-01,"September",2017,1,8,32,0,3,0.941176470588235,0,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-10-01,"October",2017,1,8,33,0,5,0.970588235294118,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-11-01,"November",2017,1,8,33,0,8,0.970588235294118,0,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2017-12-01,"December",2017,1,8,34,1,8,1,1,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-01-01,"January",2018,0,8,30,0,3,0.88235294117647,0,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-02-01,"February",2018,0,8,30,0,4,0.88235294117647,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-03-01,"March",2018,0,8,33,0,3,0.970588235294118,0,0.375,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-04-01,"April",2018,0,8,33,0,4,0.970588235294118,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-05-01,"May",2018,0,8,34,0,4,1,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-06-01,"June",2018,0,8,33,0,4,0.970588235294118,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-07-01,"July",2018,0,8,34,0,4,1,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-08-01,"August",2018,0,8,34,0,4,1,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-09-01,"September",2018,0,8,31,0,4,0.911764705882353,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-10-01,"October",2018,0,8,34,0,4,1,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-11-01,"November",2018,0,8,34,0,5,1,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2018-12-01,"December",2018,0,8,34,0,6,1,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-01-01,"January",2019,0,8,34,0,7,1,0,0.875,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-02-01,"February",2019,0,8,34,0,8,1,0,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-03-01,"March",2019,0,8,34,0,8,1,0,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-04-01,"April",2019,0,8,32,0,8,0.941176470588235,0,1,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-05-01,"May",2019,0,8,31,0,4,0.911764705882353,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-06-01,"June",2019,0,8,33,0,6,0.970588235294118,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-07-01,"July",2019,0,8,32,0,5,0.941176470588235,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-08-01,"August",2019,0,8,30,0,5,0.88235294117647,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-09-01,"September",2019,0,8,32,0,5,0.941176470588235,0,0.625,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-10-01,"October",2019,0,8,30,0,6,0.88235294117647,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-11-01,"November",2019,0,8,33,0,4,0.970588235294118,0,0.5,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2019-12-01,"December",2019,0,8,34,0,6,1,0,0.75,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2020-01-01,"January",2020,0,8,34,0,7,1,0,0.875,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDD",34,2020-02-01,"February",2020,0,8,33,0,7,0.970588235294118,0,0.875,0,0,"BASILDON & THURROCK GENERAL HOSPITALS NHS TRUST",0,0
"RDE",23,2002-07-01,"July",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",20,2003-01-01,"January",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2003-07-01,"July",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2004-01-01,"January",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2004-07-01,"July",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2005-01-01,"January",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2005-07-01,"July",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2006-01-01,"January",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",20,2006-07-01,"July",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",20,2007-01-01,"January",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",20,2010-01-01,"January",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",20,2010-07-01,"July",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2010-08-01,"August",2010,3,12,17,0,7,0.708333333333333,0,0.583333333333333,7,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2010-09-01,"September",2010,3,12,18,1,6,0.75,0.333333333333333,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2010-10-01,"October",2010,3,12,20,1,3,0.8,0.333333333333333,0.25,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2010-11-01,"November",2010,1,8,21,0,6,0.777777777777778,0,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2010-12-01,"December",2010,3,12,25,2,10,0.961538461538462,0.666666666666667,0.833333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-01-01,"January",2011,3,12,23,2,4,0.851851851851852,0.666666666666667,0.333333333333333,2,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-02-01,"February",2011,3,12,18,2,9,0.666666666666667,0.666666666666667,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-03-01,"March",2011,3,12,19,0,3,0.703703703703704,0,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-04-01,"April",2011,3,12,21,1,4,0.777777777777778,0.333333333333333,0.333333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-05-01,"May",2011,3,12,21,1,3,0.777777777777778,0.333333333333333,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-06-01,"June",2011,2,12,22,0,5,0.814814814814815,0,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-07-01,"July",2011,3,12,14,1,7,0.518518518518518,0.333333333333333,0.583333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-08-01,"August",2011,3,12,20,2,8,0.740740740740741,0.666666666666667,0.666666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-09-01,"September",2011,3,12,9,0,6,0.333333333333333,0,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-10-01,"October",2011,3,12,20,1,4,0.740740740740741,0.333333333333333,0.333333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-11-01,"November",2011,3,12,25,0,3,0.925925925925926,0,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2011-12-01,"December",2011,3,12,22,2,10,0.814814814814815,0.666666666666667,0.833333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-01-01,"January",2012,3,12,20,2,3,0.740740740740741,0.666666666666667,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-02-01,"February",2012,3,12,21,1,5,0.777777777777778,0.333333333333333,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-03-01,"March",2012,3,12,20,2,8,0.740740740740741,0.666666666666667,0.666666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-04-01,"April",2012,3,12,22,3,6,0.814814814814815,1,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-05-01,"May",2012,3,12,19,2,6,0.703703703703704,0.666666666666667,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-06-01,"June",2012,3,12,18,2,5,0.666666666666667,0.666666666666667,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2012-07-01,"July",2012,3,12,23,1,9,0.821428571428571,0.333333333333333,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2012-08-01,"August",2012,3,12,20,1,8,0.714285714285714,0.333333333333333,0.666666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2012-09-01,"September",2012,3,12,22,2,5,0.785714285714286,0.666666666666667,0.416666666666667,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2012-10-01,"October",2012,3,12,25,1,7,0.925925925925926,0.333333333333333,0.583333333333333,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2012-11-01,"November",2012,3,12,23,1,5,0.821428571428571,0.333333333333333,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2012-12-01,"December",2012,3,12,19,2,10,0.678571428571429,0.666666666666667,0.833333333333333,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-01-01,"January",2013,3,12,24,1,8,0.857142857142857,0.333333333333333,0.666666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-02-01,"February",2013,3,12,23,3,5,0.821428571428571,1,0.416666666666667,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-03-01,"March",2013,3,12,18,2,5,0.642857142857143,0.666666666666667,0.416666666666667,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-04-01,"April",2013,3,11,21,1,5,0.75,0.333333333333333,0.454545454545455,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-05-01,"May",2013,3,12,19,2,8,0.678571428571429,0.666666666666667,0.666666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-06-01,"June",2013,3,12,22,3,5,0.785714285714286,1,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2013-07-01,"July",2013,3,12,20,2,9,0.714285714285714,0.666666666666667,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2013-08-01,"August",2013,3,12,22,1,3,0.916666666666667,0.333333333333333,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2013-09-01,"September",2013,3,12,23,1,7,0.958333333333333,0.333333333333333,0.583333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2013-10-01,"October",2013,3,12,19,1,6,0.791666666666667,0.333333333333333,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2013-11-01,"November",2013,3,12,23,2,5,0.884615384615385,0.666666666666667,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2013-12-01,"December",2013,3,12,23,2,6,0.884615384615385,0.666666666666667,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-01-01,"January",2014,3,12,23,2,6,0.884615384615385,0.666666666666667,0.5,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-02-01,"February",2014,3,12,23,2,4,0.884615384615385,0.666666666666667,0.333333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2014-03-01,"March",2014,3,12,21,2,9,0.75,0.666666666666667,0.75,2,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2014-04-01,"April",2014,3,12,22,1,9,0.785714285714286,0.333333333333333,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2014-05-01,"May",2014,3,12,19,2,7,0.678571428571429,0.666666666666667,0.583333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2014-06-01,"June",2014,3,12,25,2,5,0.892857142857143,0.666666666666667,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-07-01,"July",2014,3,12,20,1,5,0.769230769230769,0.333333333333333,0.416666666666667,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-08-01,"August",2014,3,12,22,1,5,0.846153846153846,0.333333333333333,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-09-01,"September",2014,3,12,24,3,2,0.923076923076923,1,0.166666666666667,3,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-10-01,"October",2014,3,12,19,3,3,0.730769230769231,1,0.25,2,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-11-01,"November",2014,5,12,22,4,6,0.846153846153846,0.8,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",26,2014-12-01,"December",2014,4,12,16,2,5,0.615384615384615,0.5,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-01-01,"January",2015,3,12,24,3,2,0.827586206896552,1,0.166666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-02-01,"February",2015,3,12,27,1,7,0.931034482758621,0.333333333333333,0.583333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-03-01,"March",2015,3,12,25,1,6,0.862068965517241,0.333333333333333,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-04-01,"April",2015,4,12,22,2,5,0.758620689655172,0.5,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-05-01,"May",2015,3,12,19,2,6,0.655172413793103,0.666666666666667,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-06-01,"June",2015,3,12,22,2,6,0.758620689655172,0.666666666666667,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",29,2015-07-01,"July",2015,3,12,17,1,6,0.586206896551724,0.333333333333333,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2015-08-01,"August",2015,3,12,23,1,4,0.821428571428571,0.333333333333333,0.333333333333333,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2015-09-01,"September",2015,3,12,21,1,4,0.75,0.333333333333333,0.333333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2015-10-01,"October",2015,3,12,20,0,6,0.740740740740741,0,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2015-11-01,"November",2015,3,12,23,3,3,0.851851851851852,1,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",28,2015-12-01,"December",2015,3,12,20,1,5,0.714285714285714,0.333333333333333,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2016-01-01,"January",2016,3,12,24,0,4,0.888888888888889,0,0.333333333333333,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2016-02-01,"February",2016,3,12,23,2,5,0.851851851851852,0.666666666666667,0.416666666666667,1,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2016-03-01,"March",2016,3,13,21,1,10,0.777777777777778,0.333333333333333,0.769230769230769,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",27,2016-04-01,"April",2016,3,12,15,1,5,0.555555555555556,0.333333333333333,0.416666666666667,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-05-01,"May",2016,3,8,17,2,4,0.68,0.666666666666667,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-06-01,"June",2016,3,8,25,3,1,1,1,0.125,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-07-01,"July",2016,3,8,23,3,6,0.92,1,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-08-01,"August",2016,3,7,22,1,5,0.88,0.333333333333333,0.714285714285714,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-09-01,"September",2016,3,8,15,0,5,0.6,0,0.625,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-10-01,"October",2016,3,8,20,0,6,0.8,0,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-11-01,"November",2016,3,8,19,0,7,0.76,0,0.875,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2016-12-01,"December",2016,3,8,18,1,4,0.72,0.333333333333333,0.5,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",24,2017-01-01,"January",2017,4,8,14,3,1,0.583333333333333,0.75,0.125,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2017-02-01,"February",2017,4,8,18,3,3,0.72,0.75,0.375,3,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2017-03-01,"March",2017,3,8,22,1,6,0.88,0.333333333333333,0.75,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2017-04-01,"April",2017,3,8,19,2,2,0.76,0.666666666666667,0.25,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
"RDE",25,2017-05-01,"May",2017,3,8,20,3,3,0.8,1,0.375,0,0,"ESSEX RIVERS HEALTHCARE NHS TRUST",0,1
