"year","period_end","org_code","org_name","total_on_beds_available","general_acute_on_beds_available","learn_disabil_on_beds_available","maternity_on_beds_available","mental_illness_on_beds_available","total_on_beds_occupied","general_acute_on_beds_occupied","learn_disabil_on_beds_occupied","maternity_on_beds_occupied","mental_illness_on_beds_occupied","total_on_beds_percent_occupied","general_acute_on_beds_percent_occupied","learn_disabil_on_beds_percent_occupied","maternity_on_beds_percent_occupied","mental_illness_on_beds_percent_occupied","quarter","total_day_beds_available","general_acute_day_beds_available","learn_disabil_day_beds_available","maternity_day_beds_available","mental_illness_day_beds_available","total_day_beds_occupied","general_acute_day_beds_occupied","learn_disabil_day_beds_occupied","maternity_day_beds_occupied","mental_illness_day_beds_occupied","total_day_beds_percent_occupied","general_acute_day_beds_percent_occupied","learn_disabil_day_beds_percent_occupied","maternity_day_beds_percent_occupied","mental_illness_day_beds_percent_occupied"
"2011","June","5QH","GLOUCESTERSHIRE PCT",75.6593406593407,75.6593406593407,0,0,0,73.6043956043956,73.6043956043956,0,0,0,0.97283950617284,0.97283950617284,NA,NA,NA,"Q1",2.65934065934066,2.65934065934066,0,0,0,1.65934065934066,1.65934065934066,0,0,0,0.62396694214876,0.62396694214876,NA,NA,NA
"2011","September","5QH","GLOUCESTERSHIRE PCT",59.6521739130435,59.6521739130435,0,0,0,57.6847826086956,57.6847826086956,0,0,0,0.967018950437318,0.967018950437318,NA,NA,NA,"Q2",2.53260869565217,0.467391304347826,0,2.06521739130435,0,1.98913043478261,0.456521739130435,0,1.53260869565217,0,0.785407725321888,0.976744186046511,NA,0.742105263157895,NA
"2011","December","5QH","GLOUCESTERSHIRE PCT",74.0869565217391,74.0869565217391,0,0,0,69.2391304347826,69.2391304347826,0,0,0,0.934565727699531,0.934565727699531,NA,NA,NA,"Q3",3.55434782608696,3.55434782608696,0,0,0,2.72826086956522,2.72826086956522,0,0,0,0.767584097859327,0.767584097859327,NA,NA,NA
"2011","March","5QH","GLOUCESTERSHIRE PCT",114.811111111111,114.811111111111,0,0,0,111.444444444444,111.444444444444,0,0,0,0.970676473434627,0.970676473434627,NA,NA,NA,"Q4",2.83333333333333,2.83333333333333,0,0,0,2.26666666666667,2.26666666666667,0,0,0,0.8,0.8,NA,NA,NA
"2012","June","5QH","GLOUCESTERSHIRE PCT",90.1758241758242,90.1758241758242,0,0,0,86.2967032967033,86.2967032967033,0,0,0,0.956982695588594,0.956982695588594,NA,NA,NA,"Q1",3.13186813186813,3.13186813186813,0,0,0,2.14285714285714,2.14285714285714,0,0,0,0.68421052631579,0.68421052631579,NA,NA,NA
"2012","September","5QH","GLOUCESTERSHIRE PCT",81.2065217391304,81.2065217391304,0,0,0,74.4673913043478,74.4673913043478,0,0,0,0.91701244813278,0.91701244813278,NA,NA,NA,"Q2",3.09782608695652,3.09782608695652,0,0,0,2.14130434782609,2.14130434782609,0,0,0,0.691228070175439,0.691228070175439,NA,NA,NA
"2012","December","5QH","GLOUCESTERSHIRE PCT",84.5869565217391,84.5869565217391,0,0,0,75.8152173913043,75.8152173913043,0,0,0,0.896299151888975,0.896299151888975,NA,NA,NA,"Q3",2.8804347826087,2.8804347826087,0,0,0,2.08695652173913,2.08695652173913,0,0,0,0.724528301886792,0.724528301886792,NA,NA,NA
"2012","March","5QH","GLOUCESTERSHIRE PCT",79.8021978021978,79.8021978021978,0,0,0,76.0989010989011,76.0989010989011,0,0,0,0.953594051225558,0.953594051225558,NA,NA,NA,"Q4",3.10989010989011,3.10989010989011,0,0,0,2.46153846153846,2.46153846153846,0,0,0,0.791519434628975,0.791519434628975,NA,NA,NA
"2013","March","5QH","GLOUCESTERSHIRE PCT",78.3666666666667,78.3666666666667,0,0,0,73.7777777777778,73.7777777777778,0,0,0,0.941443357436552,0.941443357436552,NA,NA,NA,"Q4",3.32222222222222,3.32222222222222,0,0,0,2.68888888888889,2.68888888888889,0,0,0,0.809364548494983,0.809364548494983,NA,NA,NA
"2010","June","5QK","WILTSHIRE PCT",138.978021978022,81,0,57.978021978022,0,102.208791208791,71.8021978021978,0,30.4065934065934,0,0.73543132758757,0.886446886446886,NA,0.524450341167551,NA,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QK","WILTSHIRE PCT",122.423913043478,73.75,0,48.6739130434783,0,96.2826086956522,67.9565217391304,0,28.3260869565217,0,0.786468969191157,0.92144436256448,NA,0.581956230460027,NA,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","December","5QK","WILTSHIRE PCT",136.728260869565,82.7282608695652,0,54,0,106.673913043478,77.5108695652174,0,29.1630434782609,0,0.780189204229271,0.936933385888845,NA,0.540056360708535,NA,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","June","5QK","WILTSHIRE PCT",90.7802197802198,54.5824175824176,0,36.1978021978022,0,72.967032967033,52.3846153846154,0,20.5824175824176,0,0.803776782471856,0.959734246023757,NA,0.568609593199757,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2011","March","5QK","WILTSHIRE PCT",139.355555555556,85.9555555555555,0,53.4,0,115.3,83.5,0,31.8,0,0.827380003189284,0.971432264736298,NA,0.595505617977528,NA,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","June","5QL","SOMERSET PCT",353.087912087912,353.087912087912,0,0,0,310.087912087912,310.087912087912,0,0,0,0.878217297936572,0.878217297936572,NA,NA,NA,"Q1",2.17582417582418,2.17582417582418,0,0,0,1.20879120879121,1.20879120879121,0,0,0,0.555555555555556,0.555555555555556,NA,NA,NA
"2010","September","5QL","SOMERSET PCT",308.391304347826,308.391304347826,0,0,0,272.684782608696,272.684782608696,0,0,0,0.884216833497815,0.884216833497815,NA,NA,NA,"Q2",2.15217391304348,2.15217391304348,0,0,0,1.6195652173913,1.6195652173913,0,0,0,0.752525252525253,0.752525252525253,NA,NA,NA
"2010","December","5QL","SOMERSET PCT",324.119565217391,324.119565217391,0,0,0,286.804347826087,286.804347826087,0,0,0,0.884872061437339,0.884872061437339,NA,NA,NA,"Q3",2.05434782608696,2.05434782608696,0,0,0,1.66304347826087,1.66304347826087,0,0,0,0.80952380952381,0.80952380952381,NA,NA,NA
"2011","June","5QL","SOMERSET PCT",306.835164835165,306.835164835165,0,0,0,260.483516483516,260.483516483516,0,0,0,0.848936322612993,0.848936322612993,NA,NA,NA,"Q1",3.16483516483516,3.16483516483516,0,0,0,1.02197802197802,1.02197802197802,0,0,0,0.322916666666667,0.322916666666667,NA,NA,NA
"2011","September","5QL","SOMERSET PCT",97.7391304347826,97.7391304347826,0,0,0,85,85,0,0,0,0.869661921708185,0.869661921708185,NA,NA,NA,"Q2",0.25,0.25,0,0,0,0.25,0.25,0,0,0,1,1,NA,NA,NA
"2011","March","5QL","SOMERSET PCT",326.488888888889,326.488888888889,0,0,0,285.122222222222,285.122222222222,0,0,0,0.873298393683637,0.873298393683637,NA,NA,NA,"Q4",2.93333333333333,2.93333333333333,0,0,0,1.14444444444444,1.14444444444444,0,0,0,0.390151515151515,0.390151515151515,NA,NA,NA
"2010","June","5QM","DORSET PCT",155.857142857143,155.857142857143,0,0,0,124.010989010989,124.010989010989,0,0,0,0.795670873581048,0.795670873581048,NA,NA,NA,"Q1",6.12087912087912,6.12087912087912,0,0,0,3.86813186813187,3.86813186813187,0,0,0,0.631956912028725,0.631956912028725,NA,NA,NA
"2010","September","5QM","DORSET PCT",241.934782608696,135.934782608696,0,0,106,184.065217391304,107.815217391304,0,0,76.25,0.76080510378291,0.793139293139293,NA,NA,0.719339622641509,"Q2",6.09782608695652,6.09782608695652,0,0,0,5.96739130434783,5.96739130434783,0,0,0,0.978609625668449,0.978609625668449,NA,NA,NA
"2010","December","5QM","DORSET PCT",239.978260869565,136.978260869565,0,0,103,184.217391304348,103.880434782609,0,0,80.3369565217391,0.767641996557659,0.758371687033804,NA,NA,0.77997045166737,"Q3",4.18478260869565,4.18478260869565,0,0,0,3.39130434782609,3.39130434782609,0,0,0,0.81038961038961,0.81038961038961,NA,NA,NA
"2011","June","5QM","DORSET PCT",240.197802197802,141.197802197802,0,0,99,202.747252747253,124.032967032967,0,0,78.7142857142857,0.84408454570409,0.878434119386723,NA,NA,0.795093795093795,"Q1",5.72527472527473,5.72527472527473,0,0,0,4.75824175824176,4.75824175824176,0,0,0,0.831094049904031,0.831094049904031,NA,NA,NA
"2011","March","5QM","DORSET PCT",242.2,139.2,0,0,103,202.611111111111,123.511111111111,0,0,79.1,0.836544637122672,0.887292464878672,NA,NA,0.767961165048544,"Q4",5.14444444444444,5.14444444444444,0,0,0,4.31111111111111,4.31111111111111,0,0,0,0.838012958963283,0.838012958963283,NA,NA,NA
"2010","June","5QN","BOURNEMOUTH AND POOLE PCT",50.021978021978,50.021978021978,0,0,0,46.1868131868132,46.1868131868132,0,0,0,0.923330404217926,0.923330404217926,NA,NA,NA,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QN","BOURNEMOUTH AND POOLE PCT",50,50,0,0,0,46.1630434782609,46.1630434782609,0,0,0,0.923260869565217,0.923260869565217,NA,NA,NA,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","December","5QN","BOURNEMOUTH AND POOLE TEACHING PCT",50,50,0,0,0,45.7826086956522,45.7826086956522,0,0,0,0.915652173913043,0.915652173913043,NA,NA,NA,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","June","5QN","BOURNEMOUTH AND POOLE TEACHING PCT",50,50,0,0,0,47.4835164835165,47.4835164835165,0,0,0,0.94967032967033,0.94967032967033,NA,NA,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2011","March","5QN","BOURNEMOUTH AND POOLE TEACHING PCT",49.5333333333333,49.5333333333333,0,0,0,43.1777777777778,43.1777777777778,0,0,0,0.871691341408704,0.871691341408704,NA,NA,NA,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","June","5QP","CORNWALL AND ISLES OF SCILLY PCT",188.241758241758,188.241758241758,0,0,0,171.813186813187,171.813186813187,0,0,0,0.91272621132516,0.91272621132516,NA,NA,NA,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QP","CORNWALL AND ISLES OF SCILLY PCT",191.217391304348,191.217391304348,0,0,0,173.29347826087,173.29347826087,0,0,0,0.906264211005002,0.906264211005002,NA,NA,NA,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","December","5QP","CORNWALL AND ISLES OF SCILLY PCT",187.358695652174,187.358695652174,0,0,0,169.565217391304,169.565217391304,0,0,0,0.905029877588908,0.905029877588908,NA,NA,NA,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","June","5QP","CORNWALL AND ISLES OF SCILLY PCT",183.395604395604,183.395604395604,0,0,0,171.208791208791,171.208791208791,0,0,0,0.933549044280664,0.933549044280664,NA,NA,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2011","September","5QP","CORNWALL AND ISLES OF SCILLY PCT",181.608695652174,181.608695652174,0,0,0,168.521739130435,168.521739130435,0,0,0,0.927938711994254,0.927938711994254,NA,NA,NA,"Q2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2011","March","5QP","CORNWALL AND ISLES OF SCILLY PCT",186.377777777778,186.377777777778,0,0,0,179.666666666667,179.666666666667,0,0,0,0.963991892214141,0.963991892214141,NA,NA,NA,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","June","5QQ","DEVON PCT",98.3076923076923,63.1868131868132,0,2,33.1208791208791,63.5824175824176,50.4615384615385,0,1,12.1208791208791,0.646769505924435,0.798608695652174,NA,0.5,0.365958858659589,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QQ","DEVON PCT",121.880434782609,85.5434782608696,0,2,34.3369565217391,61.2173913043478,46.7826086956522,0,1.09782608695652,13.3369565217391,0.502274146080442,0.546886912325286,NA,0.548913043478261,0.388414055080722,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","December","5QQ","DEVON PCT",94.5869565217391,58.25,0,0,36.3369565217391,67.8913043478261,52.554347826087,0,0,15.3369565217391,0.717766030797518,0.902220563537973,NA,NA,0.422075979658989,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","March","5QQ","DEVON PCT",93.4333333333333,59.7,0,0,33.7333333333333,67.2,54.4666666666667,0,0,12.7333333333333,0.719229397074563,0.912339475153546,NA,NA,0.377470355731225,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","June","5QR","REDCAR AND CLEVELAND PCT",92.978021978022,92.978021978022,0,0,0,74.1428571428571,74.1428571428571,0,0,0,0.797423472402789,0.797423472402789,NA,NA,NA,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QR","REDCAR AND CLEVELAND PCT",91,91,0,0,0,74.3586956521739,74.3586956521739,0,0,0,0.817128523650263,0.817128523650263,NA,NA,NA,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","December","5QR","REDCAR AND CLEVELAND PCT",91,91,0,0,0,80.8260869565217,80.8260869565217,0,0,0,0.888198757763975,0.888198757763975,NA,NA,NA,"Q3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","March","5QR","REDCAR AND CLEVELAND PCT",91,91,0,0,0,81.3666666666667,81.3666666666667,0,0,0,0.894139194139194,0.894139194139194,NA,NA,NA,"Q4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","June","5QT","ISLE OF WIGHT NHS PCT",380.241758241758,295.681318681319,0,23.010989010989,61.5494505494505,292.362637362637,234.505494505495,0,5.72527472527473,52.1318681318681,0.768886191549621,0.793102166722414,NA,0.248806112702961,0.846991608641314,"Q1",13.6703296703297,13.6703296703297,0,0,0,13.0989010989011,13.0989010989011,0,0,0,0.958199356913183,0.958199356913183,NA,NA,NA
"2010","September","5QT","ISLE OF WIGHT NHS PCT",394.402173913043,308.913043478261,0,22.5978260869565,62.8913043478261,316.336956521739,250.630434782609,0,6.21739130434783,59.4891304347826,0.802066969822241,0.811330049261084,NA,0.275132275132275,0.945903905979952,"Q2",14.0108695652174,14.0108695652174,0,0,0,14.0108695652174,14.0108695652174,0,0,0,1,1,NA,NA,NA
"2010","December","5QT","ISLE OF WIGHT NHS PCT",365.413043478261,279.945652173913,0,23.695652173913,61.7717391304348,286.782608695652,226.586956521739,0,7.06521739130435,53.1304347826087,0.784817657207448,0.809396233741021,NA,0.298165137614679,0.86010909730776,"Q3",30,30,0,0,0,15.804347826087,15.804347826087,0,0,0,0.526811594202899,0.526811594202899,NA,NA,NA
"2011","June","5QT","ISLE OF WIGHT NHS PCT",349.725274725275,261.087912087912,0,23.3626373626374,65.2747252747253,269.956043956044,202.703296703297,0,7.69230769230769,59.5604395604396,0.771908876669285,0.776379477250726,NA,0.32925682031985,0.912457912457913,"Q1",30,30,0,0,0,15.2417582417582,15.2417582417582,0,0,0,0.508058608058608,0.508058608058608,NA,NA,NA
"2011","September","5QT","ISLE OF WIGHT NHS PCT",439.478260869565,352.163043478261,0,23.6086956521739,63.7065217391304,260.597826086957,196.336956521739,0,7.90217391304348,56.3586956521739,0.592970914127424,0.557517207321214,NA,0.334714548802947,0.884661320593755,"Q2",30,30,0,0,0,15.195652173913,15.195652173913,0,0,0,0.506521739130435,0.506521739130435,NA,NA,NA
"2011","December","5QT","ISLE OF WIGHT NHS PCT",406,318.684782608696,0,23.6086956521739,63.7065217391304,270.847826086957,212.489130434783,0,9.09782608695652,49.2608695652174,0.667112872135361,0.666768989392544,NA,0.385359116022099,0.773246886196895,"Q3",30,30,0,0,0,15.5760869565217,15.5760869565217,0,0,0,0.519202898550725,0.519202898550725,NA,NA,NA
"2011","March","5QT","ISLE OF WIGHT NHS PCT",366.411111111111,304.233333333333,0,0.1,62.0777777777778,294.166666666667,237.844444444444,0,0.1,56.2222222222222,0.802832277041575,0.781782988203499,NA,1,0.905673885806336,"Q4",30,30,0,0,0,16.5222222222222,16.5222222222222,0,0,0,0.550740740740741,0.550740740740741,NA,NA,NA
"2012","March","5QT","ISLE OF WIGHT NHS PCT",450.263736263736,368.967032967033,0,22.6593406593407,58.6373626373626,292.582417582418,233.10989010989,0,8.67032967032967,50.8021978021978,0.649802313662322,0.631790564689064,NA,0.382638215324927,0.866379310344828,"Q4",30,30,0,0,0,16.4945054945055,16.4945054945055,0,0,0,0.54981684981685,0.54981684981685,NA,NA,NA
"2010","June","5QV","HERTFORDSHIRE PCT",305.527472527473,305.527472527473,0,0,0,283.10989010989,283.10989010989,0,0,0,0.926626623026292,0.926626623026292,NA,NA,NA,"Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","September","5QV","HERTFORDSHIRE PCT",282.108695652174,282.108695652174,0,0,0,254.663043478261,254.663043478261,0,0,0,0.902712491330816,0.902712491330816,NA,NA,NA,"Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","June","NDA","VIRGIN CARE SERVICES LTD",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Q1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2017","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2044.23913043478,1872.26086956522,0,158.978260869565,13,1820.42391304348,1696.52173913043,0,112.608695652174,11.2934782608696,0.890514170255756,0.906135339742697,NA,0.708327635717216,0.868729096989966,"Q3",147.413043478261,147.413043478261,0,0,0,118.576086956522,118.576086956522,0,0,0,0.804379884972718,0.804379884972718,NA,NA,NA
"2018","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2139.16483516484,1969.18681318681,0,156.978021978022,13,1890.98901098901,1769.20879120879,0,109.956043956044,11.8241758241758,0.883984712119344,0.898446393892721,NA,0.700455022751138,0.909551986475063,"Q1",146.494505494505,146.494505494505,0,0,0,117.164835164835,117.164835164835,0,0,0,0.799789963243568,0.799789963243568,NA,NA,NA
"2018","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2132.15217391304,1960.94565217391,0,158.20652173913,13,1853.97826086957,1728.48913043478,0,114.445652173913,11.0434782608696,0.869533743207007,0.881456927946255,NA,0.723394022672621,0.849498327759197,"Q2",146.065217391304,146.065217391304,0,0,0,113.630434782609,113.630434782609,0,0,0,0.777943146301533,0.777943146301533,NA,NA,NA
"2018","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2190.46739130435,2012.29347826087,0,165.173913043478,13,1915.85869565217,1787.57608695652,0,117.032608695652,11.25,0.874634657086288,0.888327724692245,NA,0.708541721505659,0.865384615384615,"Q3",131.913043478261,131.913043478261,0,0,0,114.304347826087,114.304347826087,0,0,0,0.866512854317732,0.866512854317732,NA,NA,NA
"2018","March","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2083.77777777778,1912.66666666667,0,158.111111111111,13,1883.8,1757.92222222222,0,114.511111111111,11.3666666666667,0.904031140023462,0.919094922737307,NA,0.724244553759663,0.874358974358974,"Q4",153.044444444444,153.044444444444,0,0,0,123.944444444444,123.944444444444,0,0,0,0.809859154929577,0.809859154929577,NA,NA,NA
"2019","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2163.94505494505,1992.41758241758,0,159.527472527473,12,1909.34065934066,1782.03296703297,0,116.681318681319,10.6263736263736,0.88234248599678,0.894407368595224,NA,0.731418337121995,0.885531135531135,"Q1",150.175824175824,150.175824175824,0,0,0,111.252747252747,111.252747252747,0,0,0,0.740816625201229,0.740816625201229,NA,NA,NA
"2019","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2127.35869565217,1958.5652173913,0,156.79347826087,12,1886.72826086957,1754.83695652174,0,120.097826086957,11.7934782608696,0.88688770009759,0.895980864430484,NA,0.765961871750433,0.982789855072464,"Q2",154.097826086957,154.097826086957,0,0,0,113.858695652174,113.858695652174,0,0,0,0.738872822176765,0.738872822176765,NA,NA,NA
"2019","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2125.32608695652,1963.15217391304,0,150.173913043478,12,1895.54347826087,1772.25,0,112.217391304348,11.0760869565217,0.891883598424794,0.902757322407397,NA,0.747249565720903,0.923007246376812,"Q3",149.554347826087,149.554347826087,0,0,0,110.54347826087,110.54347826087,0,0,0,0.739152554691475,0.739152554691475,NA,NA,NA
"2019","March","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2190.21111111111,2018.75555555556,0,159.455555555556,12,1953.7,1834.77777777778,0,109.033333333333,9.88888888888889,0.892014468417555,0.908865747875479,NA,0.683785102083479,0.824074074074074,"Q4",157.277777777778,157.277777777778,0,0,0,117.644444444444,117.644444444444,0,0,0,0.748004238784882,0.748004238784882,NA,NA,NA
"2020","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1367.58241758242,1247.10989010989,0,108.472527472527,12,1103.10989010989,1006.63736263736,0,84.8571428571429,11.6153846153846,0.80661309762957,0.807176152334629,NA,0.782291561138689,0.967948717948718,"Q1",95.5164835164835,95.5164835164835,0,0,0,53.2087912087912,53.2087912087912,0,0,0,0.557063966866084,0.557063966866084,NA,NA,NA
"2020","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1725.58695652174,1553.48913043478,0,160.097826086957,12,1317.33695652174,1199.77173913043,0,106.739130434783,10.8260869565217,0.763413835241947,0.772307778423045,NA,0.666711928847851,0.902173913043478,"Q2",130.565217391304,130.565217391304,0,0,0,85.195652173913,85.195652173913,0,0,0,0.652514152514153,0.652514152514153,NA,NA,NA
"2020","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1836.92391304348,1669.01086956522,0,155.913043478261,12,1455.1847826087,1338.91304347826,0,105.684782608696,10.5869565217391,0.792185660100475,0.802219486939023,NA,0.677844394868935,0.882246376811594,"Q3",130.521739130435,130.521739130435,0,0,0,90.0760869565217,90.0760869565217,0,0,0,0.690123251165889,0.690123251165889,NA,NA,NA
"2020","March","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2102.35164835165,1941.61538461538,0,148.736263736264,12,1819.9010989011,1701.87912087912,0,106.593406593407,11.4285714285714,0.865650187649623,0.876527418542394,NA,0.716660509789435,0.952380952380952,"Q4",145.087912087912,145.087912087912,0,0,0,105.131868131868,105.131868131868,0,0,0,0.724608043626448,0.724608043626448,NA,NA,NA
"2021","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2270.71428571429,2046.71428571429,0,213,11,1782.87912087912,1643.47252747253,0,128.857142857143,10.5494505494505,0.785162242601689,0.802980923592357,NA,0.604963112005366,0.959040959040959,"Q1",144.384615384615,144.384615384615,0,0,0,107.483516483516,107.483516483516,0,0,0,0.744424994291803,0.744424994291803,NA,NA,NA
"2021","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2306.01086956522,2081.57608695652,0,213.434782608696,11,1882.66304347826,1733.10869565217,0,139.217391304348,10.3369565217391,0.816415511446927,0.832594449231091,NA,0.652271338358118,0.939723320158103,"Q2",163.597826086957,163.597826086957,0,0,0,115.489130434783,115.489130434783,0,0,0,0.705933160587336,0.705933160587336,NA,NA,NA
"2021","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2377.60869565217,2148.95652173913,0,217.554347826087,11.0978260869565,2006.82608695652,1861.19565217391,0,134.695652173913,10.9347826086957,0.844052299533693,0.866092744709262,NA,0.619135648263802,0.985308521057787,"Q3",166.804347826087,166.804347826087,0,0,0,119.608695652174,119.608695652174,0,0,0,0.717059820148573,0.717059820148573,NA,NA,NA
"2021","March","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1840.42222222222,1667.97777777778,0,161.111111111111,11.3333333333333,1430.52222222222,1316.13333333333,0,104,10.3888888888889,0.777279368260906,0.789059273371614,NA,0.64551724137931,0.916666666666667,"Q4",129.766666666667,129.766666666667,0,0,0,86.2222222222222,86.2222222222222,0,0,0,0.66444044866855,0.66444044866855,NA,NA,NA
"2022","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2437.76923076923,2202.27472527473,0,223.626373626374,11.8681318681319,2055.94505494505,1896.91208791209,0,148.296703296703,10.7362637362637,0.843371484468326,0.861342168686722,NA,0.663144963144963,0.90462962962963,"Q1",156.450549450549,156.450549450549,0,0,0,113.967032967033,113.967032967033,0,0,0,0.728454028236286,0.728454028236286,NA,NA,NA
"2022","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2439.19565217391,2211.75,0,215.445652173913,12,2086.8152173913,1927.21739130435,0,148.413043478261,11.1847826086957,0.855534165753144,0.871354082199321,NA,0.688865344836285,0.932065217391304,"Q2",154.673913043478,154.673913043478,0,0,0,113.717391304348,113.717391304348,0,0,0,0.735207308503162,0.735207308503162,NA,NA,NA
"2022","December","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2329.8152173913,2110.82608695652,0,206.989130434783,12,2144.01086956522,1978.17391304348,0,154.532608695652,11.304347826087,0.920249320015116,0.937156275103504,NA,0.74657354408444,0.942028985507246,"Q3",200.554347826087,200.554347826087,0,0,0,160.29347826087,160.29347826087,0,0,0,0.799252073058371,0.799252073058371,NA,NA,NA
"2022","March","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2390.96666666667,2164.01111111111,0,215.588888888889,11.3666666666667,2019.87777777778,1871.81111111111,0,136.777777777778,11.2888888888889,0.844795456974631,0.864972966867083,NA,0.634437973509251,0.993157380254154,"Q4",163.933333333333,163.933333333333,0,0,0,120.866666666667,120.866666666667,0,0,0,0.73729158194388,0.73729158194388,NA,NA,NA
"2023","June","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2349.82417582418,2142.52747252747,0,198.296703296703,9,2125.50549450549,1989.84615384615,0,129.10989010989,6.54945054945055,0.90453809964739,0.928737754526337,0,0.651094486007204,0.727716727716728,"Q1",182.538461538462,182.538461538462,0,0,0,149.637362637363,149.637362637363,0,0,0,0.819757991692252,0.819757991692252,NA,NA,NA
"2023","September","R0A","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",2369.51086956522,2161.03260869565,0,199.478260869565,9,2139.72826086957,1993.6847826087,0,137.554347826087,8.48913043478261,0.903025298745384,0.922561174961648,NA,0.689570619006103,0.943236714975845,"Q2",190.478260869565,190.478260869565,0,0,0,151.663043478261,151.663043478261,0,0,0,0.796222323670395,0.796222323670395,NA,NA,NA
